Feature,LightGBM_Gain,XGBoost_Gain,CatBoost_Gain,Abs_Correlation,LGBM_Norm,XGB_Norm,CB_Norm,Corr_Norm,Tree_Score,NN_Score,Combined_Score
CROSS3_SeniorCitizen_Contract_InternetService,5899.257656669617,0.001431785780005157,2.244157947571443,0.14987145808508928,0.004522331189584102,0.0037872940192618682,0.2999902971771831,0.2574709401710875,0.10276664079534303,0.2574709401710875,0.1491779306080664
GRP_PaymentMethod_tenure_std,2292.080257511139,0.0005294269998557865,0.2678939815780953,0.2709527921308502,0.001757093288823119,0.0014004159967159,0.035811024456884034,0.4654820272203112,0.01298951124747435,0.4654820272203112,0.14873726603932538
sqrt_monthly,442.660005235672,0.0032417682930827143,0.014733045626090808,0.28361712004232253,0.0003393401788096969,0.008574976675757108,0.0019694561786432704,0.48723864756459623,0.003627924344403358,0.48723864756459623,0.14871114131046123
WoE_StreamingMovies,215.62871279716492,0.0007843011175282299,0.08380136483755009,0.2815820815159845,0.00016529951902507717,0.0020745973128077624,0.01120224018486554,0.4837425630575439,0.004480712338899459,0.4837425630575439,0.14825926755449279
GRP_gender_MonthlyCharges_diff,8699.041083502769,0.0011332948808558286,0.1377935350440223,0.27292978009233093,0.006668626308756131,0.002997739595032095,0.018419703288569393,0.4688783840427047,0.009362023064119207,0.4688783840427047,0.14721693135769484
ORIG_prob_StreamingMovies,139.2996410369873,0.0010703424573875963,0.05535956407986399,0.28045633957214977,0.00010678616667085467,0.0028312207342997176,0.007400250992979189,0.48180860017780325,0.0034460859646499205,0.48180860017780325,0.14695484022859592
WoE_StreamingTV,183.08668565750122,0.0005904857302084565,0.04247117684570549,0.28145719205181013,0.00014035302018219144,0.0015619257473488174,0.00567738156630006,0.4835280098119206,0.0024598867779436896,0.4835280098119206,0.1467803236881368
has_phone_and_internet,466.84986610412597,0.0017215922474861146,0.03734632340368854,0.27968434713203605,0.0003578839632388156,0.004553876783500585,0.0049923111109321985,0.48048235953198126,0.003301357285890533,0.48048235953198126,0.14645565795971774
ORIG_prob_StreamingTV,82.96956405639648,0.001400353382632602,0.030006512829566345,0.28023356635161956,6.360390902645592e-05,0.003704150484633587,0.004011153809710177,0.48142588801053865,0.0025929694011234067,0.48142588801053865,0.146242844983948
has_internet,0.0,0.0,0.0,0.2812551108775671,0.0,0.0,0.0,0.48318084544461537,0.0,0.48318084544461537,0.1449542536333846
MonthlyCharges,451.03890998363494,0.001176898623816669,0.08635527451553682,0.2729972791410079,0.000345763390759666,0.0031130782142858963,0.011543636887398009,0.468994343704041,0.0050008261641478575,0.468994343704041,0.14419888142611578
